"cellid","y1","y2","y3","y4","y5","nvisit1","nvisit2","nvisit3","nvisit4","nvisit5","x.loc","y.loc"
8453,NA,2,NA,1,1,NA,2,NA,1,1,157.5,253.5
8455,1,3,0,1,0,1,5,3,4,1,163.5,253.5
8462,1,2,NA,2,1,2,5,NA,2,2,184.5,253.5
8492,3,1,1,0,1,4,5,3,2,4,274.5,253.5
8494,1,1,1,1,0,4,3,4,5,5,280.5,253.5
8495,0,0,3,2,2,2,4,5,3,4,283.5,253.5
8505,4,2,NA,1,0,4,4,NA,1,4,13.5,256.5
8512,1,NA,0,3,4,2,NA,3,3,4,34.5,256.5
8516,NA,0,0,1,1,NA,5,3,4,5,46.5,256.5
8517,1,NA,0,0,NA,2,NA,1,1,NA,49.5,256.5
8532,2,0,0,0,1,3,2,2,3,4,94.5,256.5
8536,NA,NA,1,1,0,NA,NA,3,3,1,106.5,256.5
8541,3,2,NA,0,2,3,3,NA,1,3,121.5,256.5
8544,3,NA,3,4,NA,4,NA,5,4,NA,130.5,256.5
8546,0,0,1,0,0,3,4,1,1,4,136.5,256.5
8547,1,0,1,NA,2,3,3,3,NA,5,139.5,256.5
8552,NA,NA,1,0,NA,NA,NA,5,1,NA,154.5,256.5
8567,0,0,0,0,0,5,5,1,3,4,199.5,256.5
8577,1,1,1,0,3,4,2,3,3,4,229.5,256.5
8579,0,0,0,NA,0,2,3,5,NA,2,235.5,256.5
8589,0,0,0,0,1,5,2,2,3,1,265.5,256.5
8598,0,0,0,0,0,3,5,4,2,1,292.5,256.5
8601,0,0,0,NA,0,3,1,1,NA,1,1.5,259.5
8608,0,0,0,3,0,2,4,4,4,1,22.5,259.5
8613,0,NA,NA,0,0,3,NA,NA,3,5,37.5,259.5
8624,NA,0,0,0,0,NA,4,3,3,2,70.5,259.5
8626,NA,1,2,0,0,NA,4,4,3,1,76.5,259.5
8632,1,NA,1,2,0,1,NA,2,3,4,94.5,259.5
8637,4,1,1,NA,NA,5,4,1,NA,NA,109.5,259.5
8639,0,NA,0,NA,0,4,NA,1,NA,2,115.5,259.5
8644,4,0,0,0,0,4,1,2,3,4,130.5,259.5
8654,3,0,0,0,3,3,5,3,4,5,160.5,259.5
8659,2,0,0,0,0,3,2,2,5,5,175.5,259.5
8676,0,NA,0,NA,0,1,NA,3,NA,1,226.5,259.5
8677,0,0,0,0,0,3,3,4,3,2,229.5,259.5
8680,0,0,NA,0,0,2,3,NA,2,5,238.5,259.5
8686,0,0,0,0,3,2,1,4,5,3,256.5,259.5
8697,1,NA,0,0,0,4,NA,2,5,2,289.5,259.5
8699,NA,0,NA,0,0,NA,5,NA,1,1,295.5,259.5
8706,0,2,0,0,0,5,2,1,5,2,16.5,262.5
8712,NA,0,0,0,0,NA,1,1,2,2,34.5,262.5
8713,2,NA,0,NA,0,2,NA,3,NA,4,37.5,262.5
8714,0,0,0,0,NA,1,1,4,1,NA,40.5,262.5
8716,0,0,0,0,0,2,1,4,1,2,46.5,262.5
8721,2,0,0,NA,0,5,2,5,NA,5,61.5,262.5
8726,4,0,0,1,0,5,1,1,5,1,76.5,262.5
8731,0,2,0,0,2,2,2,1,4,4,91.5,262.5
8733,NA,NA,1,3,NA,NA,NA,1,4,NA,97.5,262.5
8745,1,0,0,1,0,1,2,3,2,1,133.5,262.5
8756,0,NA,2,0,NA,4,NA,4,3,NA,166.5,262.5
8758,2,1,0,1,0,3,5,5,4,2,172.5,262.5
8760,0,1,0,2,0,4,1,3,2,1,178.5,262.5
8762,4,2,0,0,0,5,3,5,5,4,184.5,262.5
8764,1,5,0,1,NA,2,5,1,1,NA,190.5,262.5
8778,0,1,0,1,0,5,3,4,2,3,232.5,262.5
8781,0,0,0,0,0,5,1,5,3,3,241.5,262.5
8808,4,0,3,5,NA,4,3,3,5,NA,22.5,265.5
8811,0,0,0,0,0,2,3,5,3,5,31.5,265.5
8820,0,0,0,0,0,1,4,4,2,5,58.5,265.5
8822,0,0,1,0,0,1,3,2,1,3,64.5,265.5
8823,0,0,0,NA,0,3,5,2,NA,2,67.5,265.5
8830,0,NA,0,0,0,3,NA,3,5,4,88.5,265.5
8836,0,NA,0,0,0,3,NA,5,4,3,106.5,265.5
8843,0,0,0,0,NA,3,2,5,3,NA,127.5,265.5
8849,NA,0,2,NA,0,NA,2,4,NA,2,145.5,265.5
8856,0,0,0,0,NA,4,4,4,1,NA,166.5,265.5
8862,0,0,0,NA,0,1,3,3,NA,2,184.5,265.5
8864,0,0,0,0,0,5,4,4,1,4,190.5,265.5
8866,1,0,0,2,0,3,5,1,5,3,196.5,265.5
8872,0,NA,0,1,0,4,NA,5,5,5,214.5,265.5
8873,0,0,0,NA,0,1,4,4,NA,4,217.5,265.5
8874,0,1,0,0,0,3,2,1,1,5,220.5,265.5
8879,0,0,0,NA,NA,5,4,5,NA,NA,235.5,265.5
8881,NA,0,NA,0,1,NA,4,NA,5,5,241.5,265.5
8882,NA,0,0,0,3,NA,3,1,1,5,244.5,265.5
8886,4,2,0,NA,NA,4,2,5,NA,NA,256.5,265.5
8887,2,0,0,NA,0,5,1,2,NA,3,259.5,265.5
8891,1,NA,2,0,0,4,NA,5,1,4,271.5,265.5
8896,0,0,NA,0,0,1,1,NA,2,1,286.5,265.5
8899,1,0,NA,0,0,2,2,NA,4,4,295.5,265.5
8903,0,0,0,NA,NA,5,3,3,NA,NA,7.5,268.5
8914,0,1,0,NA,NA,1,5,2,NA,NA,40.5,268.5
8926,1,0,0,0,0,1,3,2,1,4,76.5,268.5
8931,0,0,0,0,0,4,5,2,5,4,91.5,268.5
8936,1,NA,0,0,0,2,NA,4,4,4,106.5,268.5
8939,1,1,0,0,0,2,2,4,2,1,115.5,268.5
8942,0,0,0,0,NA,5,3,2,1,NA,124.5,268.5
8943,0,0,0,NA,0,4,3,3,NA,5,127.5,268.5
8944,0,0,0,0,1,5,3,4,5,2,130.5,268.5
8953,NA,0,0,0,0,NA,5,5,3,2,157.5,268.5
8962,NA,0,2,0,0,NA,2,3,5,3,184.5,268.5
8968,0,0,NA,NA,0,1,3,NA,NA,3,202.5,268.5
8970,1,2,1,1,3,3,5,2,2,5,208.5,268.5
8987,1,NA,1,0,2,5,NA,3,1,4,259.5,268.5
8988,2,1,3,1,2,3,4,5,3,4,262.5,268.5
9001,0,0,1,0,0,2,5,4,3,5,1.5,271.5
9003,4,2,1,3,NA,4,3,1,4,NA,7.5,271.5
9007,2,0,2,1,0,3,1,2,1,1,19.5,271.5
9008,0,1,1,NA,NA,1,4,2,NA,NA,22.5,271.5
9012,0,1,0,1,1,5,3,1,3,1,34.5,271.5
9016,2,2,1,3,2,4,5,4,3,5,46.5,271.5
9021,1,NA,NA,2,1,1,NA,NA,4,3,61.5,271.5
9035,1,0,1,1,0,5,2,3,4,3,103.5,271.5
9039,0,0,1,0,NA,1,3,4,5,NA,115.5,271.5
9041,0,NA,1,1,NA,1,NA,1,3,NA,121.5,271.5
9043,0,2,1,0,1,3,4,3,4,3,127.5,271.5
9049,3,1,NA,NA,5,5,1,NA,NA,5,145.5,271.5
9051,2,1,3,2,NA,4,4,5,2,NA,151.5,271.5
9055,1,1,NA,3,NA,1,4,NA,3,NA,163.5,271.5
9060,3,0,1,2,NA,5,1,3,4,NA,178.5,271.5
9063,1,NA,NA,NA,2,1,NA,NA,NA,2,187.5,271.5
9072,0,NA,NA,0,0,5,NA,NA,2,5,214.5,271.5
9076,0,0,NA,0,NA,4,1,NA,2,NA,226.5,271.5
9077,NA,1,0,1,0,NA,5,1,4,2,229.5,271.5
9080,NA,0,1,NA,0,NA,1,5,NA,4,238.5,271.5
9089,3,1,1,NA,3,5,5,2,NA,5,265.5,271.5
9100,1,NA,2,NA,0,1,NA,4,NA,1,298.5,271.5
9106,0,NA,0,0,0,5,NA,2,5,2,16.5,274.5
9113,0,0,NA,0,0,1,5,NA,3,1,37.5,274.5
9124,NA,0,0,1,0,NA,2,2,5,1,70.5,274.5
9134,NA,0,0,2,3,NA,5,1,4,4,100.5,274.5
9135,NA,0,2,0,NA,NA,3,5,3,NA,103.5,274.5
9137,0,0,1,0,NA,1,1,5,5,NA,109.5,274.5
9139,NA,0,NA,0,0,NA,4,NA,5,4,115.5,274.5
9141,2,0,0,0,NA,5,2,2,1,NA,121.5,274.5
9145,0,2,0,0,0,4,2,3,3,5,133.5,274.5
9151,0,1,1,0,NA,5,3,1,1,NA,151.5,274.5
9160,3,0,0,0,1,5,2,1,3,1,178.5,274.5
9175,2,0,0,0,1,3,4,1,4,5,223.5,274.5
9182,0,0,0,0,0,4,1,5,4,3,244.5,274.5
9201,0,1,NA,1,0,4,2,NA,2,1,1.5,277.5
9212,0,0,0,0,0,1,4,3,5,4,34.5,277.5
9216,NA,2,0,NA,0,NA,5,5,NA,2,46.5,277.5
9220,0,0,0,0,0,5,5,2,1,2,58.5,277.5
9227,0,1,0,0,0,4,4,4,5,2,79.5,277.5
9229,NA,0,0,0,0,NA,2,1,5,5,85.5,277.5
9230,NA,NA,0,NA,0,NA,NA,5,NA,5,88.5,277.5
9231,0,0,0,NA,0,1,1,1,NA,5,91.5,277.5
9233,3,0,0,0,0,4,1,5,2,5,97.5,277.5
9242,NA,0,NA,0,0,NA,2,NA,1,4,124.5,277.5
9243,NA,0,0,0,3,NA,4,1,2,4,127.5,277.5
9247,0,NA,NA,4,2,2,NA,NA,5,2,139.5,277.5
9248,0,4,0,0,0,1,4,1,1,1,142.5,277.5
9250,0,0,NA,0,0,3,4,NA,1,2,148.5,277.5
9252,0,0,0,1,NA,4,3,2,5,NA,154.5,277.5
9253,NA,1,3,NA,0,NA,1,3,NA,2,157.5,277.5
9255,0,0,1,1,0,3,1,3,4,5,163.5,277.5
9257,NA,0,NA,NA,NA,NA,4,NA,NA,NA,169.5,277.5
9260,0,NA,0,0,0,4,NA,1,1,3,178.5,277.5
9262,0,0,0,0,0,5,2,2,4,3,184.5,277.5
9263,0,0,0,0,2,2,2,4,2,3,187.5,277.5
9266,0,1,0,3,0,5,1,2,5,2,196.5,277.5
9278,0,4,0,NA,2,4,5,5,NA,2,232.5,277.5
9281,NA,1,0,NA,1,NA,3,2,NA,1,241.5,277.5
9282,1,0,1,1,0,3,2,3,3,4,244.5,277.5
9290,0,NA,0,NA,0,1,NA,3,NA,3,268.5,277.5
9292,2,NA,5,0,NA,2,NA,5,5,NA,274.5,277.5
9297,NA,0,2,0,0,NA,4,4,5,3,289.5,277.5
9305,NA,0,NA,0,0,NA,3,NA,5,2,13.5,280.5
9306,NA,0,NA,0,0,NA,4,NA,2,2,16.5,280.5
9312,0,NA,0,NA,0,3,NA,5,NA,2,34.5,280.5
9314,NA,0,0,0,NA,NA,2,4,3,NA,40.5,280.5
9316,0,0,0,0,0,1,4,2,2,3,46.5,280.5
9331,0,0,0,0,NA,4,2,2,5,NA,91.5,280.5
9335,0,0,0,NA,0,3,5,4,NA,5,103.5,280.5
9336,2,0,0,0,NA,2,3,2,1,NA,106.5,280.5
9337,0,0,0,0,0,5,1,4,1,1,109.5,280.5
9339,0,2,NA,0,0,2,2,NA,1,4,115.5,280.5
9341,0,0,0,1,0,5,3,2,3,4,121.5,280.5
9344,0,2,0,1,0,5,5,1,2,1,130.5,280.5
9349,0,0,3,0,0,3,3,4,1,4,145.5,280.5
9351,0,0,0,2,0,4,3,4,5,2,151.5,280.5
9355,NA,0,NA,0,3,NA,2,NA,4,5,163.5,280.5
9363,NA,0,1,1,NA,NA,1,1,1,NA,187.5,280.5
9376,0,NA,0,3,0,5,NA,1,4,4,226.5,280.5
9381,NA,0,2,1,1,NA,5,5,5,4,241.5,280.5
9391,1,NA,0,0,0,5,NA,2,1,4,271.5,280.5
9394,0,0,NA,1,0,3,4,NA,3,4,280.5,280.5
9399,NA,NA,0,0,0,NA,NA,2,3,3,295.5,280.5
9408,0,0,0,0,0,3,1,4,3,2,22.5,283.5
9413,0,0,0,0,0,3,3,3,2,1,37.5,283.5
9417,3,0,2,0,0,5,4,3,5,2,49.5,283.5
9418,0,NA,NA,0,0,1,NA,NA,1,3,52.5,283.5
9421,2,0,0,0,0,3,1,2,2,5,61.5,283.5
9422,0,0,0,0,0,4,1,4,3,3,64.5,283.5
9425,0,0,0,0,0,3,1,3,2,2,73.5,283.5
9438,0,0,0,0,0,2,3,5,1,2,112.5,283.5
9444,0,0,1,0,0,5,3,1,5,3,130.5,283.5
9448,0,0,0,0,NA,1,2,5,1,NA,142.5,283.5
9457,0,0,0,3,0,4,3,4,3,3,169.5,283.5
9469,0,0,0,0,NA,5,3,2,4,NA,205.5,283.5
9470,NA,1,NA,NA,0,NA,1,NA,NA,2,208.5,283.5
9479,0,0,1,0,0,2,3,4,4,5,235.5,283.5
9485,0,0,0,NA,0,1,4,3,NA,1,253.5,283.5
9495,1,NA,1,1,4,1,NA,2,2,4,283.5,283.5
9500,NA,0,1,0,NA,NA,3,3,2,NA,298.5,283.5
9505,2,0,3,0,NA,4,1,4,1,NA,13.5,286.5
9506,0,0,2,1,1,5,5,5,4,4,16.5,286.5
9507,2,4,3,1,1,4,5,4,3,4,19.5,286.5
9513,1,1,3,4,NA,1,4,3,4,NA,37.5,286.5
9531,0,0,NA,1,1,3,1,NA,3,3,91.5,286.5
9539,3,4,3,3,1,3,5,3,5,2,115.5,286.5
9540,4,1,0,1,2,5,3,3,1,5,118.5,286.5
9557,1,4,2,3,2,1,4,3,4,2,169.5,286.5
9569,2,NA,0,0,2,3,NA,1,2,2,205.5,286.5
9571,1,3,NA,NA,1,1,4,NA,NA,3,211.5,286.5
9578,0,1,NA,1,2,4,1,NA,2,2,232.5,286.5
9579,1,1,1,0,2,3,5,4,2,3,235.5,286.5
9581,0,0,0,0,0,2,2,1,2,3,241.5,286.5
9584,0,1,NA,NA,1,1,1,NA,NA,4,250.5,286.5
9590,0,0,0,0,2,3,4,5,4,3,268.5,286.5
9596,4,4,3,3,1,4,5,4,4,2,286.5,286.5
9601,0,2,NA,0,1,3,3,NA,5,5,1.5,289.5
9609,4,3,NA,1,3,5,4,NA,1,3,25.5,289.5
9613,NA,2,1,3,2,NA,5,5,5,3,37.5,289.5
9617,0,NA,4,NA,0,5,NA,5,NA,1,49.5,289.5
9618,4,3,1,4,0,5,4,1,5,2,52.5,289.5
9631,5,1,1,1,NA,5,1,1,1,NA,91.5,289.5
9632,0,2,2,0,3,1,4,4,3,5,94.5,289.5
9641,0,0,0,0,NA,3,2,1,1,NA,121.5,289.5
9645,1,0,0,0,0,5,1,1,4,1,133.5,289.5
9653,0,0,0,0,0,4,2,1,1,5,157.5,289.5
9662,0,NA,1,NA,0,3,NA,2,NA,4,184.5,289.5
9667,0,5,3,NA,NA,1,5,3,NA,NA,199.5,289.5
9670,3,0,1,0,NA,3,1,1,2,NA,208.5,289.5
9671,1,0,0,0,0,4,3,2,3,3,211.5,289.5
9672,0,0,0,0,0,4,5,1,4,4,214.5,289.5
9683,0,0,NA,0,2,3,2,NA,2,3,247.5,289.5
9684,2,NA,0,0,0,3,NA,1,3,5,250.5,289.5
9685,0,0,NA,0,0,4,2,NA,3,1,253.5,289.5
9695,0,0,NA,0,0,1,2,NA,1,4,283.5,289.5
9699,0,0,0,0,0,3,1,5,3,5,295.5,289.5
9700,0,1,0,0,0,2,5,2,5,2,298.5,289.5
9701,0,0,0,NA,0,4,1,4,NA,5,1.5,292.5
9704,0,0,0,0,0,1,5,5,1,4,10.5,292.5
9707,0,0,0,NA,0,4,2,5,NA,5,19.5,292.5
9708,0,NA,0,0,0,4,NA,5,2,4,22.5,292.5
9718,0,0,0,0,0,2,4,1,5,5,52.5,292.5
9723,0,NA,0,NA,0,3,NA,4,NA,4,67.5,292.5
9725,0,0,NA,0,0,2,5,NA,4,1,73.5,292.5
9727,0,NA,0,NA,2,3,NA,1,NA,2,79.5,292.5
9729,0,2,NA,2,0,1,3,NA,2,1,85.5,292.5
9741,NA,2,NA,1,2,NA,5,NA,1,4,121.5,292.5
9747,2,2,0,0,1,5,4,1,2,5,139.5,292.5
9756,2,NA,3,NA,NA,4,NA,5,NA,NA,166.5,292.5
9767,1,2,0,NA,NA,1,4,4,NA,NA,199.5,292.5
9774,1,1,0,0,0,3,3,4,1,3,220.5,292.5
9786,0,NA,NA,0,1,3,NA,NA,3,1,256.5,292.5
9790,2,NA,3,0,3,3,NA,4,1,3,268.5,292.5
9792,1,NA,0,0,NA,3,NA,1,2,NA,274.5,292.5
9793,2,0,2,NA,0,3,3,2,NA,5,277.5,292.5
9795,1,0,0,0,0,2,3,2,4,4,283.5,292.5
9800,NA,3,0,3,0,NA,4,2,5,3,298.5,292.5
9804,0,2,NA,NA,0,1,4,NA,NA,3,10.5,295.5
9806,0,1,0,0,NA,4,3,2,2,NA,16.5,295.5
9807,0,1,0,0,0,2,4,5,1,3,19.5,295.5
9812,3,0,1,0,NA,4,1,2,3,NA,34.5,295.5
9816,NA,2,NA,1,0,NA,3,NA,2,5,46.5,295.5
9819,NA,1,0,0,0,NA,1,4,3,3,55.5,295.5
9825,2,0,0,0,0,4,4,3,5,2,73.5,295.5
9829,2,NA,0,0,0,5,NA,4,5,5,85.5,295.5
9833,NA,NA,NA,0,0,NA,NA,NA,2,3,97.5,295.5
9836,1,0,NA,0,0,1,2,NA,1,3,106.5,295.5
9848,0,0,NA,1,0,1,1,NA,3,1,142.5,295.5
9856,NA,1,0,0,NA,NA,3,2,3,NA,166.5,295.5
9857,0,0,5,0,0,5,4,5,3,4,169.5,295.5
9861,2,NA,0,0,0,2,NA,3,3,2,181.5,295.5
9867,0,0,0,0,0,4,4,2,3,5,199.5,295.5
9875,0,0,0,0,0,3,5,3,2,2,223.5,295.5
9893,0,1,1,0,1,1,4,4,5,5,277.5,295.5
9899,0,NA,0,0,0,3,NA,4,5,2,295.5,295.5
9906,2,1,0,2,0,5,1,3,3,3,16.5,298.5
9908,1,2,2,2,NA,1,2,2,3,NA,22.5,298.5
9916,1,NA,0,0,0,3,NA,2,4,1,46.5,298.5
9922,0,0,1,0,NA,1,1,3,5,NA,64.5,298.5
9924,0,1,NA,0,0,5,1,NA,1,2,70.5,298.5
9930,NA,0,0,1,0,NA,1,4,3,2,88.5,298.5
9932,3,0,NA,0,0,5,5,NA,1,1,94.5,298.5
9937,0,0,0,0,5,4,2,1,5,5,109.5,298.5
9938,3,0,0,0,0,5,3,3,4,3,112.5,298.5
9948,0,0,0,0,NA,3,4,1,1,NA,142.5,298.5
9950,2,0,NA,1,0,2,4,NA,1,2,148.5,298.5
9957,NA,0,0,0,0,NA,3,3,2,5,169.5,298.5
9960,NA,0,0,0,0,NA,3,3,5,1,178.5,298.5
9964,0,0,0,0,0,5,5,5,1,4,190.5,298.5
9965,0,0,NA,NA,0,5,2,NA,NA,4,193.5,298.5
9976,2,0,0,NA,0,2,2,4,NA,1,226.5,298.5
9980,0,NA,0,0,0,4,NA,5,5,1,238.5,298.5
9982,0,0,0,0,0,2,3,3,1,4,244.5,298.5
9991,0,0,4,0,0,1,1,4,3,3,271.5,298.5
9994,NA,0,0,1,NA,NA,5,4,2,NA,280.5,298.5
9999,1,1,0,0,0,3,5,3,1,3,295.5,298.5
